@RELATION Restaurant

@ATTRIBUTE name_mongeelkan NUMERIC 
@ATTRIBUTE name_jaro_winkler NUMERIC 
@ATTRIBUTE name_smith_waterman NUMERIC 
@ATTRIBUTE addr_smith_waterman NUMERIC 
@ATTRIBUTE addr_mongeelkan NUMERIC 
@ATTRIBUTE addr_jaro_winkler NUMERIC 
@ATTRIBUTE type_jaro NUMERIC 
@ATTRIBUTE type_jaro_winkler NUMERIC 
@ATTRIBUTE type_smith_waterman NUMERIC 
@ATTRIBUTE city_jaro NUMERIC 
@ATTRIBUTE city_jaro_winkler NUMERIC 
@ATTRIBUTE city_smith_waterman NUMERIC 
@ATTRIBUTE class { match, mismatch }

@DATA
0.65,0.628,0.2,0.3,0.546,0.667,0,0,0.182,1,1,1,mismatch
0.371,0.474,0.287,0.157,0.379,0.704,0,0.1,0.275,1,1,1,mismatch
0.325,0,0.2,0.322,0.546,0.667,0.359,0.359,0.2,1,1,1,mismatch
0.42,0.451,0.2,0.322,0.546,0.667,0.557,0.557,0.2,1,1,1,mismatch
0.193,0,0.267,0.338,0.492,0.582,0.489,0.489,0.229,1,1,1,mismatch
0.65,0.628,0.2,0.33,0.712,0.571,0.505,0.505,0.167,1,1,1,mismatch
0.51,0,0.225,0.333,0.521,0.705,0,0,0.145,1,1,1,mismatch
0.833,0.911,0.779,1,1,1,1,1,1,1,1,1,mismatch
0.55,0.622,0.185,0.8,0.75,0.898,0.857,0.943,1,1,1,1,mismatch
0.363,0,0.109,0.81,0.812,0.914,0.46,0.46,0.533,1,1,1,mismatch
0.265,0.45,0.105,0.157,0.429,0.621,0.53,0.53,0.25,1,1,1,mismatch
0.323,0,0.4,0.222,0.458,0.686,0.857,0.943,1,1,1,1,mismatch
0.833,0.699,0.693,1,0.875,0.981,0.537,0.537,0.185,1,1,1,mismatch
0.333,0.536,0.333,0.338,0.408,0.67,0.619,0.619,0.457,1,1,1,mismatch
0.483,0.626,0.156,0.8,0.75,0.898,0.857,0.943,1,1,1,1,mismatch
0.377,0.484,0.118,0.81,0.812,0.914,0.46,0.46,0.533,1,1,1,mismatch
0.357,0.54,0.284,0.157,0.429,0.621,0.53,0.53,0.25,1,1,1,mismatch
0.39,0,0.44,0.222,0.458,0.686,0.857,0.943,1,1,1,1,mismatch
0.692,0.667,0.643,1,0.875,0.981,0.456,0.456,0.171,1,1,1,mismatch
0.292,0.529,0.333,0.338,0.408,0.67,0.619,0.619,0.457,1,1,1,mismatch
0.49,0.575,0.364,0.778,0.75,0.849,0.514,0.514,0.533,1,1,1,mismatch
0.356,0.525,0.179,0.143,0.406,0.657,0.583,0.583,0.25,1,1,1,mismatch
0.338,0,0.44,0.289,0.461,0.68,1,1,1,1,1,1,mismatch
0.422,0.603,0.133,0.8,0.833,0.943,0,0,0.3,1,1,1,mismatch
0.398,0,0.133,0.8,0.833,0.943,0.537,0.537,0.3,1,1,1,mismatch
0.218,0.537,0.333,0.415,0.556,0.742,0.69,0.69,0.457,1,1,1,mismatch
0.327,0.479,0.158,0.157,0.429,0.667,0.528,0.528,0.333,1,1,1,mismatch
0.307,0.415,0.4,0.222,0.496,0.721,0.514,0.514,0.533,1,1,1,mismatch
0.363,0,0.136,0.778,0.688,0.864,0.404,0.404,0.5,1,1,1,mismatch
0.413,0.484,0.164,0.778,0.688,0.864,0.658,0.658,0.5,1,1,1,mismatch
0.196,0.404,0.267,0.338,0.408,0.67,0,0,0.267,1,1,1,mismatch
0.125,0.4,0.125,0.75,0.667,0.66,0.512,0.512,0.143,1,1,1,mismatch
0.325,0.578,0.325,0.325,0.563,0.746,0,0,0.229,1,1,1,mismatch
0.307,0.476,0.2,0.2,0.461,0.622,0.482,0.482,0.154,1,1,1,mismatch
0.133,0.407,0.143,0.229,0.6,0.663,0.619,0.619,0.457,1,1,1,mismatch
0.133,0.407,0.143,0.209,0.56,0.564,0.619,0.619,0.457,1,1,1,mismatch
0.329,0.415,0.371,0.126,0.404,0.649,0.48,0.48,0.257,1,1,1,mismatch
0.6,0.519,0.2,0.2,0.451,0.622,0.53,0.53,0.231,1,1,1,mismatch
0.329,0.415,0.371,0.189,0.404,0.559,0.48,0.48,0.257,1,1,1,mismatch
0.333,0.403,0.143,0.229,0.6,0.663,0,0.1,0.486,1,1,1,mismatch
0.32,0,0.32,0.235,0.531,0.579,0.385,0.385,0.091,1,1,1,mismatch
0.24,0,0.24,0.829,0.7,0.799,0.39,0.39,0.182,1,1,1,mismatch
0.25,0,0.2,0.431,0.444,0.471,0.311,0.311,0.125,1,1,1,mismatch
0.32,0,0.32,0.144,0.281,0.532,0.311,0.311,0.125,1,1,1,mismatch
0.4,0,0.4,0.229,0.58,0,0.311,0.311,0.125,1,1,1,mismatch
0.24,0.414,0.24,0.114,0.42,0.582,0.301,0.301,0.222,1,1,1,mismatch
0.286,0.476,0.286,0.235,0.5,0.529,0.646,0.646,0.246,1,1,1,mismatch
0.345,0.528,0.157,0.308,0.444,0.549,0.857,0.943,1,1,1,1,mismatch
0.26,0.399,0.2,0.765,0.75,0.763,0.857,0.943,1,1,1,1,mismatch
0.38,0.454,0.157,0.188,0.417,0.486,0,0,0.311,1,1,1,mismatch
0.267,0.398,0.229,0.431,0.511,0.524,0.682,0.682,0.4,1,1,1,mismatch
0.4,0.476,0.286,0.144,0.281,0.474,0.682,0.682,0.4,1,1,1,mismatch
0.143,0,0.143,0.264,0.547,0.519,0.682,0.682,0.4,1,1,1,mismatch
0.457,0,0.457,0.114,0.487,0.576,0.58,0.58,0.333,1,1,1,mismatch
0.39,0.533,0.32,0.2,0.411,0.673,0.537,0.537,0.2,1,1,1,mismatch
0.389,0.451,0.141,0.822,0.833,0.941,0.546,0.546,0.182,1,1,1,mismatch
0.633,0.389,0.178,0.125,0.394,0.514,0,0,0.44,0.524,0.524,0.286,mismatch
0.667,0.589,0.133,0.233,0.528,0.657,0,0,0.233,0.524,0.524,0.286,mismatch
0.286,0.399,0.25,0.789,0.833,0.919,0.478,0.478,0.083,1,1,1,mismatch
0.333,0.306,0.3,0.737,0.75,0.731,0.534,0.534,0.217,1,1,1,mismatch
0.286,0.399,0.25,0.747,0.833,0.745,0.444,0.444,0.2,1,1,1,mismatch
0.283,0.532,0.171,0.278,0.343,0,0,0,0.143,1,1,1,mismatch
0.386,0.621,0.217,0.822,0.833,0.793,0.534,0.534,0.25,1,1,1,mismatch
0.276,0.399,0.25,0.933,0.667,0.904,0,0,0.167,1,1,1,mismatch
0.236,0.532,0.171,0.192,0.399,0,0.869,0.869,0.771,1,1,1,mismatch
0.167,0.338,0.167,0.294,0.563,0.1,0.546,0.546,0.4,1,1,1,mismatch
0.508,0.556,0.2,0.12,0.312,0,0,0,0.145,1,1,1,mismatch
0.4,0.295,0.286,0.125,0.417,0.514,0.483,0.483,0.25,1,1,1,mismatch
0.222,0,0.123,0.2,0.344,0.62,0.527,0.575,0.32,1,1,1,mismatch
0.4,0.48,0.286,0.322,0.456,0.581,0,0,0.25,1,1,1,mismatch
0.648,0.93,0.652,1,1,1,0.565,0.565,0.171,1,1,1,mismatch
0.833,0.722,0.681,1,1,1,0.491,0.491,0.309,1,1,1,mismatch
0.236,0.327,0.133,0.647,0.622,0.733,0,0.1,0.4,1,1,1,mismatch
0.314,0.336,0.217,0.647,0.622,0.733,0.421,0.421,0.4,1,1,1,mismatch
0.344,0,0.55,0.433,0.711,0.686,0,0,0.229,1,1,1,mismatch
0.345,0,0.2,0.824,0.667,0.867,0.51,0.51,0.2,1,1,1,mismatch
0.387,0.568,0.158,0.067,0.354,0.476,0.556,0.556,0.117,1,1,1,mismatch
0.276,0.46,0.137,0.147,0.458,0.581,0.463,0.517,0.178,1,1,1,mismatch
0.295,0.515,0.15,0.333,0.5,0.55,0,0,0.2,1,1,1,mismatch
0.375,0,0.179,0.267,0.458,0,0.431,0.431,0.2,1,1,1,mismatch
0.276,0.524,0.105,0.133,0.196,0,0.431,0.431,0.2,1,1,1,mismatch
0.387,0.521,0.3,0.067,0.354,0.476,0,0,0.233,1,1,1,mismatch
0.767,0.646,0.552,0.4,0.583,0.686,0.509,0.509,0.178,1,1,1,mismatch
0.414,0.634,0.25,0.356,0.644,0.517,0.444,0.444,0.2,1,1,1,mismatch
0.57,0.613,0.16,0.178,0.389,0.576,0,0,0.125,1,1,1,mismatch
0.66,0.779,0.65,0.144,0.306,0.596,0,0,0.125,1,1,1,mismatch
0.5,0,0.25,0.182,0.227,0.429,0,0,0.267,1,1,1,mismatch
0.25,0.444,0.2,0.165,0.457,0.562,0.528,0.528,0.333,1,1,1,mismatch
0.333,0.491,0.2,0.28,0.567,0.596,0.514,0.514,0.533,1,1,1,mismatch
0.5,0,0.25,0.182,0.227,0.429,0,0,0.267,1,1,1,mismatch
0.6,0,0.229,0.218,0.5,0,0.54,0.54,0.433,1,1,1,mismatch
0.383,0,0.143,0.545,0.556,0,0.512,0.512,0.257,1,1,1,mismatch
0.45,0.388,0.314,0.091,0.25,0.438,0.69,0.69,0.457,1,1,1,mismatch
0.444,0,0.167,0.267,0.5,0.584,0.301,0.301,0.125,1,1,1,mismatch
0.296,0.513,0.12,0.083,0.354,0.496,0.301,0.301,0.125,1,1,1,mismatch
0.54,0.474,0.286,0.424,0.527,0.621,0.431,0.431,0.267,1,1,1,mismatch
0.267,0.274,0.178,0.267,0.583,0.634,0.431,0.431,0.125,1,1,1,mismatch
0.444,0,0.167,0.267,0.5,0.584,0.333,0.333,0.125,1,1,1,mismatch
0.54,0.474,0.286,0.343,0.558,0.489,0,0,0.2,1,1,1,mismatch
0.147,0,0.2,0.267,0.583,0.694,0.424,0.424,0.25,1,1,1,mismatch
0.438,0.492,0.178,0.083,0.193,0.351,1,1,1,1,1,1,mismatch
0.483,0.412,0.157,0.376,0.48,0.594,0.415,0.415,0.2,1,1,1,mismatch
0.246,0.472,0.222,0.864,0.8,0.909,0,0,0.133,1,1,1,mismatch
0.367,0.532,0.178,0.218,0.47,0.423,0.546,0.546,0.145,1,1,1,mismatch
0.396,0,0.167,0.267,0.5,0.584,0.41,0.41,0.178,1,1,1,mismatch
0.483,0.412,0.157,0.291,0.551,0.532,0,0,0.44,1,1,1,mismatch
0.246,0.504,0.2,0.864,0.8,0.909,0.53,0.53,0.231,1,1,1,mismatch
0.344,0.391,0.157,0.167,0.306,0.57,0.415,0.415,0.2,1,1,1,mismatch
0.24,0.479,0.333,0.083,0.322,0.462,0,0,0.133,1,1,1,mismatch
0.231,0.513,0.12,0.083,0.361,0.496,0.41,0.41,0.178,1,1,1,mismatch
0.293,0.492,0.178,0.083,0.222,0.351,0.872,0.949,1,1,1,1,mismatch
0.344,0.391,0.157,0.167,0.306,0.519,0,0,0.44,1,1,1,mismatch
0.224,0.568,0.52,0.083,0.333,0.422,0.53,0.53,0.231,1,1,1,mismatch
0.267,0.516,0.222,0.4,0.611,0.639,0,0,0.2,1,1,1,mismatch
0.54,0.474,0.286,0.424,0.611,0.621,0.5,0.5,0.433,1,1,1,mismatch
0.589,0.412,0.157,0.376,0.5,0.594,0.431,0.431,0.2,1,1,1,mismatch
0.233,0.424,0.2,0.376,0.5,0.594,0.575,0.66,0.6,1,1,1,mismatch
0.3,0.274,0.178,0.267,0.567,0.634,0.463,0.517,0.178,1,1,1,mismatch
0.333,0.472,0.222,0.864,0.8,0.909,0.431,0.431,0.2,1,1,1,mismatch
0.3,0.516,0.222,0.309,0.617,0.566,0,0,0.24,1,1,1,mismatch
0.4,0.437,0.32,0.864,0.8,0.909,0.44,0.44,0.1,1,1,1,mismatch
0.311,0.619,0.311,0.229,0.508,0,1,1,1,1,1,1,mismatch
0.533,0,0.244,0.133,0.357,0,0.423,0.423,0.229,1,1,1,mismatch
0.667,0.513,0.2,0.218,0.487,0.606,0,0.1,0.486,1,1,1,mismatch
0.533,0.439,0.178,0.25,0.5,0.415,0,0,0.275,1,1,1,mismatch
0.46,0.418,0.52,0.114,0.301,0.676,0.583,0.583,0.25,1,1,1,mismatch
0.3,0.487,0.126,0.143,0.368,0.643,0,0,0.375,1,1,1,mismatch
0.492,0.571,0.274,0.143,0.368,0.643,0.603,0.603,0.375,1,1,1,mismatch
0.217,0.313,0.233,0.108,0.289,0.646,0.512,0.512,0.257,1,1,1,mismatch
0.4,0.412,0.4,0.222,0.411,0.673,0,0,0.3,1,1,1,mismatch
0.44,0.41,0.44,0.222,0.411,0.673,0.537,0.537,0.3,1,1,1,mismatch
0.12,0,0.12,0.231,0.333,0.543,0.69,0.69,0.457,1,1,1,mismatch
0.5,0.533,0.32,0.2,0.467,0.587,0,0,0.267,1,1,1,mismatch
0.52,0.566,0.52,0.233,0.378,0.712,0,0,0.325,1,1,1,mismatch
0.833,0.75,0.857,1,1,1,0.524,0.524,1,1,1,1,mismatch
0.333,0.468,0.333,0.338,0.444,0.694,0,0,0.486,1,1,1,mismatch
0.292,0.463,0.333,0.338,0.444,0.694,0,0.1,0.486,1,1,1,mismatch
0.245,0.452,0.118,0.248,0.403,0.556,0.472,0.472,0.2,1,1,1,mismatch
0.244,0.403,0.143,0.209,0.56,0.564,0,0.1,0.486,1,1,1,mismatch
0.337,0.528,0.157,0.154,0.194,0.487,1,1,1,1,1,1,mismatch
0.282,0.538,0.375,0.338,0.444,0.475,1,1,1,1,1,1,mismatch
0.486,0,0.295,0.123,0.384,0,0,0,0.35,1,1,1,mismatch
0.26,0.399,0.2,0.611,0.6,0.1,1,1,1,1,1,1,mismatch
0.38,0.454,0.157,0.178,0.383,0.479,0,0,0.35,1,1,1,mismatch
0.375,0.5,0.375,0.152,0.35,0.467,0,0,0.35,1,1,1,mismatch
0.5,0,0.167,0.167,0.35,0.606,1,1,1,1,1,1,mismatch
0.25,0,0.2,0.262,0.561,0.685,0.361,0.361,0.32,1,1,1,mismatch
0.428,0.539,0.144,0.2,0.352,0.49,0.361,0.361,0.32,1,1,1,mismatch
0.389,0.451,0.141,0.822,0.504,0.779,0.505,0.505,0.333,1,1,1,mismatch
0.544,0.607,0.222,0.125,0.417,0,0.456,0.456,0.32,1,1,1,mismatch
0.317,0.306,0.3,0.933,0.722,0.742,0.415,0.415,0.433,1,1,1,mismatch
0.367,0.621,0.217,0.596,0.761,0.852,0.682,0.682,0.4,1,1,1,mismatch
0.286,0.399,0.25,0.933,0.867,0.734,0,0,0.267,1,1,1,mismatch
0.167,0.338,0.167,0.452,0.698,0.682,0.619,0.619,0.385,1,1,1,mismatch
0.31,0.364,0.16,0.185,0.333,0,0.603,0.603,0.375,1,1,1,mismatch
0.433,0.532,0.178,0.218,0.78,0.423,0.538,0.538,0.175,1,1,1,mismatch
0.286,0.456,0.217,0.647,0.622,0.733,0.361,0.361,0.32,1,1,1,mismatch
0.45,0,0.229,0.218,0.369,0,0.54,0.54,0.433,1,1,1,mismatch
0.389,0.583,0.262,0.39,0.525,0.468,0,0,0.35,1,1,1,mismatch
0.558,0.577,0.17,0.12,0.3,0.51,0.458,0.458,0.2,1,1,1,mismatch
0.584,0.636,0.58,0.105,0.354,0.64,0.458,0.458,0.2,1,1,1,mismatch
0.451,0.522,0.42,0.4,0.506,0.686,0.519,0.519,0.267,1,1,1,mismatch
0.414,0.608,0.188,0.7,0.533,0.602,0.583,0.583,0.25,1,1,1,mismatch
0.482,0.7,0.237,0.142,0.356,0.517,0.583,0.583,0.25,1,1,1,mismatch
0.282,0.55,0.22,0.356,0.506,0.517,0,0,0.267,1,1,1,mismatch
0.504,0.622,0.16,0.17,0.458,0.654,1,1,1,1,1,1,mismatch
0.394,0.45,0.24,0.178,0.392,0.576,0,0,0.167,1,1,1,mismatch
0.282,0.62,0.32,0.144,0.275,0.596,0,0,0.167,1,1,1,mismatch
0.442,0.483,0.092,0.1,0.372,0,0.583,0.583,0.25,1,1,1,mismatch
0.338,0,0.143,0.545,0.583,0,0.512,0.512,0.257,1,1,1,mismatch
0.292,0.388,0.314,0.091,0.271,0.438,0.69,0.69,0.457,1,1,1,mismatch
0.444,0,0.167,0.267,0.5,0.584,0.458,0.458,0.2,1,1,1,mismatch
0.54,0.474,0.286,0.343,0.558,0.489,0.541,0.541,0.52,1,1,1,mismatch
0.147,0,0.2,0.267,0.583,0.694,0,0,0.244,1,1,1,mismatch
0.483,0.412,0.157,0.291,0.551,0.532,0,0,0.44,1,1,1,mismatch
0.246,0.504,0.2,0.864,0.8,0.909,0.603,0.603,0.375,1,1,1,mismatch
0.233,0.424,0.2,0.291,0.509,0.532,0,0,0.6,1,1,1,mismatch
0.375,0.54,0.143,0.308,0.556,0.574,0,0,0.25,1,1,1,mismatch
0.275,0.411,0.143,0.308,0.556,0.684,0.492,0.492,0.267,1,1,1,mismatch
0.45,0,0.514,0.308,0.583,0.727,0.415,0.415,0.433,1,1,1,mismatch
0.28,0.311,0.133,0.627,0.778,0.739,0.444,0.444,0.2,1,1,1,mismatch
0.233,0,0.2,0.333,0.444,0.599,0.427,0.427,0.236,1,1,1,mismatch
0.454,0.535,0.286,0.2,0.261,0.5,0.427,0.427,0.236,1,1,1,mismatch
0.246,0,0.2,0.333,0.444,0.534,0.427,0.427,0.236,1,1,1,mismatch
0.45,0.604,0.169,0.286,0.444,0.554,0.406,0.406,0.12,1,1,1,mismatch
0.45,0.604,0.169,0.286,0.4,0.554,0,0,0.2,1,1,1,mismatch
0.367,0.338,0.3,0.091,0.222,0,0.518,0.518,0.22,1,1,1,mismatch
0.2,0.463,0.091,0.2,0.367,0.626,0.397,0.397,0.18,1,1,1,mismatch
0.575,0,0.364,0.147,0.428,0.531,0,0,0.325,1,1,1,mismatch
0.3,0.411,0.286,0.129,0.333,0,0,0,0.429,1,1,1,mismatch
0.4,0.46,0.236,0.364,0.444,0.658,0.442,0.442,0.3,1,1,1,mismatch
0.433,0.533,0.182,0.308,0.333,0.514,1,1,1,1,1,1,mismatch
0.417,0.503,0.2,0.354,0.511,0.687,0,0,0.3,1,1,1,mismatch
0,0,0,0.414,0.444,0.618,0.583,0.583,0.25,1,1,1,mismatch
0.733,0.473,0.2,0.364,0.556,0.698,0.442,0.442,0.3,1,1,1,mismatch
0,0,0,0.455,0.578,0.688,0.682,0.682,0.4,1,1,1,mismatch
0,0,0,0.308,0.528,0.675,0.583,0.583,0.25,1,1,1,mismatch
0.3,0,0.4,0.218,0.278,0,0.869,0.869,0.771,1,1,1,mismatch
0.28,0.411,0.229,0.141,0.333,0.555,0.7,0.76,0.343,1,1,1,mismatch
0.425,0.487,0.4,0.286,0.556,0.608,0.415,0.415,0.433,1,1,1,mismatch
0.65,0,0.267,0.143,0.356,0.524,0.415,0.415,0.433,1,1,1,mismatch
0.325,0.458,0.325,0.308,0.444,0.574,0.519,0.519,0.123,1,1,1,mismatch
0.2,0.442,0.2,0.786,0.778,0.914,0.821,0.928,1,1,1,1,mismatch
0.325,0.458,0.325,0.308,0.444,0.574,0.537,0.537,0.2,1,1,1,mismatch
0.167,0,0.167,0.329,0.444,0.594,0,0,0.154,1,1,1,mismatch
0.325,0.467,0.325,0.314,0.556,0.581,0,0,0.229,1,1,1,mismatch
0.325,0.458,0.325,0.364,0.444,0.546,0,0,0.267,1,1,1,mismatch
0.4,0.68,0.4,0.308,0.444,0.574,0,0,0.267,1,1,1,mismatch
0.333,0.519,0.333,0.231,0.4,0.588,0.549,0.549,0.571,1,1,1,mismatch
0.311,0.552,0.311,0.338,0.778,0.1,0.619,0.619,0.457,1,1,1,mismatch
0.198,0.409,0.229,0.308,0.644,0.701,0.869,0.869,0.771,1,1,1,mismatch
0.65,0,0.556,0.788,0.783,0.922,0.857,0.943,1,1,1,1,mismatch
0.275,0.454,0.222,0.325,0.438,0.615,0.306,0.306,0.125,1,1,1,mismatch
0.65,0,0.556,0.765,0.75,0.899,0.682,0.682,0.4,1,1,1,mismatch
0.325,0.509,0.178,0.235,0.467,0.56,1,1,1,1,1,1,mismatch
0.25,0.388,0.143,0.325,0.521,0.694,0.456,0.456,0.117,1,1,1,mismatch
0.258,0.456,0.133,0.235,0.467,0.605,0.857,0.943,1,1,1,1,mismatch
0.52,0.428,0.52,0.538,0.722,0.85,0.389,0.389,0.25,1,1,1,mismatch
0.517,0.322,0.267,0.364,0.778,0,0.517,0.517,0.2,1,1,1,mismatch
0.317,0,0.267,0.364,0.444,0.593,0,0,0.375,1,1,1,mismatch
0.427,0.511,0.173,0.307,0.444,0.544,0,0,0.325,1,1,1,mismatch
0.65,0.667,0.545,0.133,0.368,0.539,1,1,1,1,1,1,mismatch
0.65,0.667,0.545,0.133,0.368,0.539,0.633,0.633,0.3,1,1,1,mismatch
0.338,0.489,0.2,0.75,0.75,0.875,0.633,0.633,0.3,1,1,1,mismatch
0.425,0.494,0.222,0.107,0.356,0.536,0.633,0.633,0.3,1,1,1,mismatch
0.487,0.585,0.16,0.75,0.75,0.925,0.633,0.633,0.3,1,1,1,mismatch
0.36,0.595,0.367,0.117,0.311,0.578,0,0,0.3,1,1,1,mismatch
0.444,0.472,0.235,0.323,0.633,0.748,0.495,0.495,0.286,1,1,1,mismatch
0.711,0,0.383,0.323,0.544,0.574,0.317,0.317,0.143,1,1,1,mismatch
0.212,0.484,0.267,0.169,0.328,0.554,0.635,0.671,0.286,1,1,1,mismatch
0.711,0,0.383,0.323,0.544,0.574,0.373,0.373,0.167,1,1,1,mismatch
0.5,0.632,0.247,0.185,0.389,0,0.429,0.429,0.229,1,1,1,mismatch
0.7,0.621,0.3,0.3,0.422,0.581,0.517,0.517,0.16,1,1,1,mismatch
0.344,0.304,0.5,0.133,0.328,0.621,0.506,0.506,0.26,1,1,1,mismatch
0.7,0.621,0.3,0.3,0.422,0.581,0.511,0.511,0.2,1,1,1,mismatch
0.497,0.594,0.533,0.158,0.311,0.609,0.574,0.574,0.229,1,1,1,mismatch
0.411,0.458,0.25,0.343,0.444,0.607,0.49,0.49,0.145,1,1,1,mismatch
0.318,0.417,0.267,0.071,0.194,0.532,0.472,0.472,0.083,1,1,1,mismatch
0.551,0.498,0.333,0.2,0.389,0.521,0.409,0.409,0.229,1,1,1,mismatch
0.344,0.494,0.2,0.367,0.444,0.663,0.444,0.444,0.2,1,1,1,mismatch
0.411,0.458,0.25,0.343,0.444,0.607,0.444,0.444,0.2,1,1,1,mismatch
0.326,0.511,0.159,0.492,0.628,0.729,0,0,0.371,1,1,1,mismatch
0.33,0,0.255,0.369,0.611,0.595,0,0,0.286,1,1,1,mismatch
0.33,0,0.255,0.154,0.389,0.514,0.532,0.532,0.267,1,1,1,mismatch
0.25,0.469,0.127,0.357,0.467,0.581,0.626,0.701,0.333,1,1,1,mismatch
0.25,0.469,0.127,0.143,0.222,0.438,0,0,0.267,1,1,1,mismatch
0.52,0.512,0.314,0.483,0.5,0.66,0.49,0.49,0.145,1,1,1,mismatch
0.58,0.527,0.35,0.692,0.75,0.862,0.409,0.409,0.229,1,1,1,mismatch
0.52,0.547,0.4,0.308,0.633,0.758,0,0,0.2,1,1,1,mismatch
0.41,0.519,0.25,0.308,0.383,0.56,0.409,0.409,0.229,1,1,1,mismatch
0.52,0.512,0.314,0.483,0.5,0.66,0.444,0.444,0.2,1,1,1,mismatch
0.417,0.55,0.325,0.45,0.85,0.66,0.444,0.444,0.2,1,1,1,mismatch
0.52,0.49,0.429,0.483,0.556,0.66,0,0,0.514,1,1,1,mismatch
0.286,0.484,0.286,0.433,0.556,0.617,0,0,0.309,1,1,1,mismatch
0.6,0.512,0.314,0.483,0.556,0.66,0,0,0.267,1,1,1,mismatch
0.3,0.48,0.286,0.333,0.556,0.57,0,0,0.514,1,1,1,mismatch
0.558,0,0.333,0.308,0.467,0.594,0,0,0.457,1,1,1,mismatch
0.54,0.527,0.35,0.692,0.75,0.862,0.437,0.437,0.267,1,1,1,mismatch
0.367,0,0.169,0.308,0.494,0.605,1,1,1,1,1,1,mismatch
0.32,0.49,0.429,0.483,0.5,0.66,0.69,0.69,0.457,1,1,1,mismatch
0.275,0.529,0.143,0.385,0.611,0.622,0,0,0.514,1,1,1,mismatch
0.5,0.458,0.25,0.343,0.444,0.607,0,0,0.267,1,1,1,mismatch
0.767,0,0.34,0.417,0.444,0.734,0,0,0.325,1,1,1,mismatch
0.433,0.603,0.356,0.25,0.396,0.591,0,0,0.2,1,1,1,mismatch
0.36,0.555,0.16,0.188,0.444,0.704,0,0,0.375,1,1,1,mismatch
0.417,0.5,0.333,0.287,0.41,0.53,0.522,0.522,0.44,1,1,1,mismatch
0.36,0.1,0.32,0.125,0.311,0.465,0,0,0.375,1,1,1,mismatch
0.7,0,0.289,0.364,0.556,0,0.562,0.562,0.2,1,1,1,mismatch
0.42,0.422,0.44,0.364,0.511,0.606,0,0,0.2,1,1,1,mismatch
0.36,0.413,0.147,0.418,0.667,0.739,0.448,0.448,0.2,1,1,1,mismatch
0.3,0,0.333,0.364,0.511,0.702,0.6,0.6,0.2,1,1,1,mismatch
0.41,0,0.32,0.28,0.533,0.636,0.869,0.869,0.771,1,1,1,mismatch
0.467,0.556,0.222,0.308,0.427,0.611,0.524,0.524,0.143,1,1,1,mismatch
0.25,0,0.2,0.308,0.413,0.566,0.676,0.676,0.4,1,1,1,mismatch
0.245,0.477,0.2,0.369,0.591,0.646,0.578,0.578,0.32,1,1,1,mismatch
0.367,0,0.367,0.692,0.75,0.862,0.361,0.361,0.267,1,1,1,mismatch
0.167,0,0.167,0.308,0.639,0.669,0.583,0.583,0.325,1,1,1,mismatch
0.24,0.522,0.24,0.333,0.556,0.578,0.409,0.409,0.229,1,1,1,mismatch
0.64,0.73,0.64,0.333,0.556,0.617,0.534,0.534,0.217,1,1,1,mismatch
0.4,0.45,0.145,0.338,0.556,0.69,0.604,0.604,0.262,1,1,1,mismatch
0.296,0.312,0.25,0.627,0.778,0.739,1,1,1,1,1,1,mismatch
0.383,0.543,0.183,0.286,0.444,0.554,0.69,0.69,0.457,1,1,1,mismatch
0.325,0.583,0.325,0.385,0.417,0.605,0,0,0.457,1,1,1,mismatch
1,0.477,0.125,0.308,0.55,0.563,0,0,0.457,1,1,1,mismatch
0.167,0.431,0.167,0.308,0.483,0.597,0.567,0.567,0.48,1,1,1,mismatch
0.4,0,0.2,0.385,0.5,0.685,0,0,0.457,1,1,1,mismatch
0.6,0.477,0.125,0.325,0.521,0.704,1,1,1,1,1,1,mismatch
0.167,0.431,0.167,0.308,0.5,0.685,0.707,0.707,0.68,1,1,1,mismatch
0.667,0,0.425,0.824,0.75,0.922,1,1,1,1,1,1,mismatch
0.32,0.301,0.2,0.333,0.565,0.672,0.69,0.69,0.457,1,1,1,mismatch
0.5,0.48,0.333,0.323,0.639,0.715,0.707,0.707,0.68,1,1,1,mismatch
0.772,0.522,0.509,0.325,0.639,0.66,1,1,1,1,1,1,mismatch
0.4,0,0.367,0.308,0.639,0.654,0.707,0.707,0.68,1,1,1,mismatch
0.333,0,0.333,0.1,0.133,0.437,1,1,1,1,1,1,mismatch
0.333,0.486,0.333,0.338,0.444,0.584,1,1,1,1,1,1,mismatch
0.286,0.601,0.286,0.333,0.453,0.592,1,1,1,1,1,1,mismatch
0.56,0,0.26,0.333,0.556,0.611,0.373,0.373,0.167,1,1,1,mismatch
0.233,0.422,0.167,0.333,0.578,0.626,1,1,1,1,1,1,mismatch
0.233,0.472,0.267,0.25,0.521,0.565,0.373,0.373,0.167,1,1,1,mismatch
0.52,0.63,0.455,0.286,0.5,0,1,1,1,1,1,1,mismatch
0.26,0.413,0.16,0.256,0.556,0.757,0.738,0.738,0.886,1,1,1,mismatch
0.4,0,0.4,0.436,0.667,0.511,0.682,0.682,0.4,1,1,1,mismatch
0.4,0.495,0.229,0.118,0.4,0.653,1,1,1,1,1,1,mismatch
0.356,0.526,0.32,0.333,0.75,0.694,0.69,0.69,0.457,1,1,1,mismatch
